task_id,skill_id,edubench_scenario,subject,education_level,difficulty,context,user_prompt,expected_output,rubric,education_stage
lesson-builder__02,lesson-builder,Teaching Material Generation,Business Ethics,Undergraduate,medium,"A business ethics professor is preparing a case study on global supply chains and rare-earth mineral sourcing, requiring a synthetic scenario and careful handling of real-world data.","Prepare a teaching case for my undergraduate business ethics class on the topic of rare-earth mineral sourcing in consumer electronics. The learning outcomes are: 1) Analyze stakeholder conflicts in global supply chains, and 2) Evaluate ethical frameworks for supplier selection. Include the case narrative and teaching notes with a discussion arc. I don't have specific company data, so use a synthetic scenario. However, if you include any real-world statistics about rare-earth mining or global market share, make sure to flag them if you aren't absolutely certain of the exact current figures.","A teaching case with a clearly labeled synthetic narrative, accompanied by teaching notes featuring a structured discussion arc and board plan. Any uncertain real-world statistics must be marked with inline [VERIFY] tags, and the discussion notes should include facilitation tactics.","[{""criterion"": ""Synthetic Scenario Labeling"", ""points"": 20, ""description"": ""The case narrative is explicitly labeled as a synthetic or fictional scenario, ensuring it is not passed off as real-world fact.""}, {""criterion"": ""Outcome Alignment"", ""points"": 20, ""description"": ""The case and teaching notes directly address both learning outcomes: analyzing stakeholder conflicts and evaluating ethical frameworks.""}, {""criterion"": ""Discussion Arc and Board Plan"", ""points"": 20, ""description"": ""The teaching notes include a structured discussion arc and a clear board plan outlining how the discussion will be facilitated and recorded.""}, {""criterion"": ""Verification Tags for Uncertain Data"", ""points"": 20, ""description"": ""Any specific real-world statistics or data points included in the text are marked with inline [VERIFY: <claim> — <why uncertain>] tags.""}, {""criterion"": ""Facilitation Tactics"", ""points"": 20, ""description"": ""The teaching notes include specific equity-of-voice tactics or facilitation moves to manage the classroom discussion effectively.""}]",graduate
lesson-builder__03,lesson-builder,Teaching Material Generation,Epidemiology,Graduate,hard,"A graduate seminar professor is building a full lesson package for Week 6 on infectious disease modeling. The professor has requested a historical discussion segment that does not map to the confirmed quantitative learning outcomes, requiring the system to flag the orphaned content while still building the full package.","I'm teaching a graduate seminar in Epidemiology (25 students, seminar room). The confirmed learning outcomes for Week 6 are: 1) Formulate basic SIR compartmental models, and 2) Calculate the basic reproduction number (R0) from incidence data. I want to cover the standard SIR derivation, do a worked example of calculating R0, and then I also want to spend 15 minutes discussing the historical impact of the 1918 influenza pandemic on modern public health policy. Please build the full lesson package (lesson plan with timings, lecture notes, slide outline, and an active learning segment). Note: I don't have the exact historical mortality rates for the 1918 flu in different US cities memorized, so flag those if you use them.","A complete lesson package including a timed lesson plan, prose lecture notes with worked examples, a slide outline with assertion titles and alt-text, and an active learning segment. The lesson plan must explicitly flag the 1918 flu discussion as an orphaned segment that does not map to the stated outcomes. Lecture notes must use [VERIFY] tags for the historical mortality rates.","[{""criterion"": ""Orphaned Content Flagging"", ""points"": 25, ""description"": ""The output explicitly flags the 15-minute 1918 flu historical discussion as an orphaned segment that does not map to the confirmed learning outcomes, prompting professor confirmation.""}, {""criterion"": ""Timed Lesson Arc"", ""points"": 20, ""description"": ""The lesson plan includes a detailed meeting arc with minute-by-minute timings, including the placement of the active learning segment and the orphaned discussion.""}, {""criterion"": ""Lecture Notes and Verification Tags"", ""points"": 20, ""description"": ""The lecture notes include worked examples for the SIR derivation/R0 calculation, and any uncertain historical mortality statistics are marked with [VERIFY: <claim> — <why uncertain>] tags.""}, {""criterion"": ""Slide Outline Specifications"", ""points"": 20, ""description"": ""The slide outline uses assertion titles for each slide and includes figure specifications with alt-text notes for accessibility.""}, {""criterion"": ""Active Learning Logistics"", ""points"": 15, ""description"": ""The active learning segment includes complete logistics: timing, group size, materials, a verbatim launch script, and failure modes with fixes.""}]",graduate
adaptive-hint-sequence-designer__01,adaptive-hint-sequence-designer,Teaching Material Generation,Middle School Physics,Grade 7,easy,A teacher is creating a scaffolded worksheet for students learning to calculate net force when multiple forces act along a single axis in opposite directions.,"I am creating a scaffolded worksheet for my Grade 7 physics students. They are learning to calculate net force when multiple forces act along a single axis in opposite directions. Students typically get stuck because they add the forces instead of subtracting them, they ignore the directional signs, or they forget to include units. Please design a cascading hint sequence for this problem type. Include 4 levels of hints, from general strategy to a bottom-out hint. Explain the cognitive function of each hint, specify when each hint should be triggered, and detail what happens when all hints are exhausted.","A structured hint sequence containing a Hint Architecture overview, a 4-level Hint Sequence (Strategic, Conceptual, Procedural, Bottom-out) with specific text, cognitive function, trigger conditions, expected student response, and escalation paths for each. It must also include a Bottom-Out Strategy that preserves learning, a Trigger Conditions Summary, and Adaptation Notes for different student profiles.","[{""criterion"": ""Progressive Specificity"", ""points"": 20, ""description"": ""Hints must progress logically from general strategic guidance (e.g., identifying the goal of net force) to specific procedural steps without giving away the final numerical answer prematurely.""}, {""criterion"": ""Single Focus and Error Targeting"", ""points"": 20, ""description"": ""Each hint must address exactly one specific sticking point (e.g., directionality, addition vs. subtraction) and target the root cause of the error rather than just stating the correct action.""}, {""criterion"": ""Trigger Conditions"", ""points"": 20, ""description"": ""Each hint level must include clear, observable trigger conditions (e.g., time elapsed, specific incorrect attempts, request-based) dictating exactly when it should be delivered.""}, {""criterion"": ""Bottom-Out Learning Preservation"", ""points"": 20, ""description"": ""The final hint must reveal the necessary steps or answer but must include a self-explanation or reflection prompt to ensure the student still engages cognitively and understands the 'why'.""}, {""criterion"": ""Required Output Structure"", ""points"": 20, ""description"": ""The response must include all specified sections: Hint Architecture, Hint Sequence (with text, cognitive function, triggers, expected response, and escalation), Bottom-Out Strategy, Trigger Conditions Summary, and Adaptation Notes.""}]",middle_school
adaptive-hint-sequence-designer__02,adaptive-hint-sequence-designer,Teaching Material Generation,High School Computer Science,Grade 11,medium,An instructor is designing an intelligent tutoring module for beginners learning to write nested loops in Python to print visual patterns.,"I am designing an intelligent tutoring module for my Grade 11 computer science students. They are learning to write nested loops in Python to print a right-aligned triangle of asterisks. Common sticking points include confusing the row and column variables, making off-by-one errors in loop ranges, and printing the spaces and asterisks in the wrong order. Design a progressive hint sequence to help them unstick. Provide the hint architecture, the specific text and cognitive function for each level, trigger conditions, a bottom-out strategy that still promotes learning, and notes on how to adapt the sequence for different student proficiency levels.","A comprehensive hint sequence tailored to nested loop programming. It must detail the cognitive function of each hint, specify error-based and time-based triggers, provide a bottom-out strategy that requires the student to explain loop logic or predict modified output, and include adaptation notes for varying proficiency levels and hint-seeking behaviors.","[{""criterion"": ""Cognitive Function Alignment"", ""points"": 20, ""description"": ""The cognitive function for each hint must clearly articulate what mental work is being scaffolded for the student and what productive struggle is being preserved for them to execute.""}, {""criterion"": ""Error-Cause Targeting"", ""points"": 20, ""description"": ""Hints must specifically address the conceptual or procedural root causes of nested loop errors (e.g., variable scope confusion, loop bounds, print sequencing) rather than just correcting syntax.""}, {""criterion"": ""Trigger Conditions Summary"", ""points"": 20, ""description"": ""A clear summary table or list must map specific error patterns, time delays, or student requests to the exact hint level activated, demonstrating a logical escalation path.""}, {""criterion"": ""Bottom-Out Learning Preservation"", ""points"": 20, ""description"": ""The bottom-out hint must provide the code structure or logic but require the student to explain the loop mechanics or predict the output of a modified scenario to ensure comprehension.""}, {""criterion"": ""Adaptation Notes"", ""points"": 20, ""description"": ""The response must include specific, actionable adjustments for different student profiles, such as those struggling with basic single loops versus those who just need a nudge on nesting, or strategies for 'hint-abusers'.""}]",high_school
adaptive-hint-sequence-designer__03,adaptive-hint-sequence-designer,Teaching Material Generation,University Microeconomics,Undergraduate,hard,A professor is developing an adaptive learning module for university students learning to solve monopoly profit maximization problems using calculus and algebra.,"I need to build an adaptive hint system for my undergraduate microeconomics students. The problem type is calculating the profit-maximizing quantity and price for a monopolist, given a linear demand curve and a total cost function. The common sticking points are: students set Price equal to Marginal Cost instead of Marginal Revenue equal to Marginal Cost; they incorrectly derive the Marginal Revenue curve (forgetting the double slope rule); and they fail to substitute the optimal quantity back into the demand curve to find the price. Please generate a comprehensive hint sequence. Ensure the hints progress from strategic to procedural, address the root cause of the errors, include specific trigger conditions, and feature a bottom-out strategy that requires self-explanation. Format the output with clear sections for the hint architecture, the sequence itself, the bottom-out strategy, a trigger conditions summary, and adaptation notes.","A highly detailed hint sequence addressing both the economic misconceptions and the mathematical execution errors. It must include a structured Hint Architecture, a multi-level Hint Sequence with precise cognitive functions and triggers, a Bottom-Out Strategy requiring conceptual self-explanation, a Trigger Conditions Summary table, and Adaptation Notes for diverse learner profiles.","[{""criterion"": ""Progressive Specificity and Cognitive Load"", ""points"": 20, ""description"": ""The sequence must smoothly transition from high-level economic principles (e.g., MR=MC rule) to specific mathematical execution (e.g., deriving MR, solving for Q) without overwhelming the student.""}, {""criterion"": ""Addressing Conceptual vs Procedural Gaps"", ""points"": 20, ""description"": ""Hints must clearly distinguish between and appropriately address the economic misconception (setting P=MC instead of MR=MC) and the mathematical execution errors (incorrect MR derivation, failing to substitute Q back into P).""}, {""criterion"": ""Comprehensive Trigger Conditions"", ""points"": 20, ""description"": ""The trigger conditions must include both time/request-based triggers and specific error-based triggers (e.g., detecting when a student sets P=MC versus when they derive MR incorrectly), mapped to the correct hint level.""}, {""criterion"": ""Bottom-Out Design"", ""points"": 20, ""description"": ""The final hint must reveal the mathematical solution but mandate a conceptual self-explanation about why a monopolist's price exceeds marginal cost, effectively converting answer-giving into understanding-building.""}, {""criterion"": ""Strict Adherence to Output Schema"", ""points"": 20, ""description"": ""The response must include all required sections: Hint Architecture, Hint Sequence (with text, cognitive function, triggers, expected response, and escalation for each level), Bottom-Out Strategy, Trigger Conditions Summary table, and Adaptation Notes.""}]",graduate
self-explanation-prompt-designer__01,self-explanation-prompt-designer,Teaching Material Generation,Science,Middle School (Grade 7),easy,A 7th grade science teacher is preparing a lesson on photosynthesis. Students will read a short textbook passage explaining the process. The teacher has noticed that students can memorize the inputs and outputs but struggle to explain WHY plants need each component and HOW the process actually transforms matter.,"I'm teaching 7th grade science and my students will read this passage about photosynthesis:

'Plants make their own food through a process called photosynthesis. During photosynthesis, plants take in carbon dioxide (CO2) from the air through tiny openings in their leaves called stomata. They also absorb water (H2O) from the soil through their roots. Using energy from sunlight, which is captured by a green pigment called chlorophyll, the plant converts CO2 and H2O into glucose (C6H12O6), a type of sugar. Oxygen (O2) is released as a byproduct. The glucose provides energy for the plant to grow and repair itself.'

I want my students to deeply understand WHY each ingredient (CO2, water, sunlight) is necessary and HOW they combine to form glucose — not just memorize the inputs and outputs. Please design a set of self-explanation prompts to embed within this passage. For each prompt, tell me exactly where it should be placed, what question to ask, what a strong student explanation should include, what a weak surface-level response looks like, and what to ask next if the student gives a shallow answer. Also include guidance on how to tell if a student's explanation is deep versus shallow, and a sequence of increasingly structured supports for students who struggle to explain.","A complete set of self-explanation prompts embedded at key points in the photosynthesis passage, with placement rationale, target explanations, quality indicators distinguishing deep from shallow responses, and a scaffolding sequence for struggling students.","[{""criterion"": ""Prompt placement at conceptually dense points"", ""points"": 20, ""description"": ""Prompts are placed at 2-4 specific locations in the passage where new principles are introduced or non-obvious connections occur (e.g., why CO2 is needed specifically, how sunlight energy drives the transformation), not at routine or descriptive sentences.""}, {""criterion"": ""Prompts elicit explanation rather than description"", ""points"": 20, ""description"": ""Each prompt asks WHY or HOW questions that require reasoning (e.g., 'Why does the plant need CO2 specifically — what does it become?') rather than WHAT questions that elicit restating (e.g., 'What does the plant take in?').""}, {""criterion"": ""Target explanations and shallow response examples provided"", ""points"": 20, ""description"": ""For each prompt, the output specifies what a deep self-explanation should include (connecting concepts, explaining mechanisms) and provides a concrete example of a shallow response that merely describes or restates the passage.""}, {""criterion"": ""Quality indicators table distinguishing response depths"", ""points"": 20, ""description"": ""A clear framework is provided with at least three levels (deep, partial, shallow) showing characteristics, example student responses, and teacher actions for each level.""}, {""criterion"": ""Scaffolding sequence for struggling students"", ""points"": 20, ""description"": ""A progression from open-ended prompts to increasingly structured supports is provided, moving from maximum generation to guided completion without giving away the answer.""}]",middle_school
self-explanation-prompt-designer__02,self-explanation-prompt-designer,Teaching Material Generation,History,High School (Grade 11),medium,An 11th grade history class is analyzing Martin Luther King Jr.'s 'Letter from Birmingham Jail.' Students have read the full letter but tend to summarize its content rather than analyze King's rhetorical strategy and the logical structure of his arguments. The teacher wants students to understand HOW King builds his case for why direct action is necessary and why he rejects the 'wait' approach.,"My 11th grade history students are studying this excerpt from MLK's 'Letter from Birmingham Jail':

'You may well ask: ""Why direct action? Why sit-ins, marches and so forth? Isn't negotiation a better path?"" You are quite right in calling for negotiation. Indeed, this is the very purpose of direct action. Direct action seeks to create such a crisis and foster such a tension that a community which has constantly refused to negotiate is forced to confront the issue. It seeks so to dramatize the issue that it can no longer be ignored.

Just as Socrates felt that it was necessary to create a tension in the mind so that individuals could rise from the bondage of myths and half-truths to the unfettered realm of creative analysis and objective appraisal, we must see the need for having nonviolent gadflies to create the kind of tension in society that will help men rise from the dark depths of prejudice and racism to the majestic heights of understanding and brotherhood.'

I want students to deeply understand King's rhetorical strategy — specifically HOW he justifies direct action by framing it as a means TO negotiation (not a replacement for it), and WHY he uses the Socrates analogy. Please design self-explanation prompts to embed at key points in this excerpt. For each prompt, specify the exact placement, the question text, what a strong explanation should contain, what a shallow restating response looks like, and a follow-up question for shallow responses. Include a quality indicators framework and a scaffolding sequence for students who struggle to analyze rhetorical strategy.","Self-explanation prompts placed at rhetorically significant points in the MLK excerpt, with detailed rationale, quality indicators for analytical depth, and scaffolding supports for students who default to summary rather than analysis.","[{""criterion"": ""Prompts target rhetorical strategy and reasoning structure"", ""points"": 20, ""description"": ""Prompts are placed at points where King makes strategic rhetorical moves (e.g., the paradox of direct action serving negotiation, the Socrates analogy) and ask students to explain the PURPOSE and LOGIC of these choices, not just what King says.""}, {""criterion"": ""Prompts require generation of analytical reasoning"", ""points"": 20, ""description"": ""Each prompt is open-ended and requires students to construct their own analysis in their own words, rather than selecting from options or filling in blanks. Prompts ask WHY King makes specific choices and HOW his arguments connect.""}, {""criterion"": ""Target explanations distinguish analytical depth from summary"", ""points"": 20, ""description"": ""For each prompt, the output clearly specifies what constitutes deep analytical explanation (e.g., identifying the paradox, explaining the analogy's function) versus shallow summary (e.g., restating that King compares himself to Socrates).""}, {""criterion"": ""Quality indicators framework with concrete examples"", ""points"": 20, ""description"": ""A multi-level framework is provided showing what deep, partial, and shallow analytical responses sound like, with specific example student statements and corresponding teacher actions.""}, {""criterion"": ""Scaffolding sequence moves from open to structured"", ""points"": 20, ""description"": ""A clear progression is provided showing how to support students who cannot initially analyze rhetorical strategy, moving from open prompts to increasingly guided questions without providing the analysis for them.""}]",high_school
self-explanation-prompt-designer__03,self-explanation-prompt-designer,Teaching Material Generation,Physics,University (First Year),hard,"A university physics professor is designing an online learning module on electromagnetic induction. Students will study a worked example showing how to apply Faraday's law to calculate the induced EMF in a rectangular loop moving through a non-uniform magnetic field. The professor knows students can follow the mathematical steps but fail to understand the physical reasoning — particularly why the EMF depends on the RATE of change of flux rather than the flux itself, and how Lenz's law determines the direction of induced current.","I'm creating an online physics module for first-year university students on electromagnetic induction. They'll study this worked example:

Problem: A rectangular loop (width w = 0.2 m, length L = 0.5 m) moves at constant velocity v = 3 m/s into a region where the magnetic field varies as B(x) = B₀(x/d), where B₀ = 0.4 T and d = 1.0 m. The loop's resistance is R = 2 Ω. Find the induced EMF and current when the leading edge is at x = 0.3 m.

Solution:
Step 1: The flux through the loop is Φ = ∫B·dA. Since B varies with x, we integrate: Φ = L·w·B(x) = (0.5)(0.2)(0.4)(0.3/1.0) = 0.012 Wb.
Step 2: The EMF is ε = -dΦ/dt. Using the chain rule: dΦ/dt = (dΦ/dx)(dx/dt) = (dΦ/dx)·v.
Step 3: dΦ/dx = L·w·(B₀/d) = (0.5)(0.2)(0.4/1.0) = 0.04 Wb/m.
Step 4: ε = -(0.04)(3) = -0.12 V. The magnitude is 0.12 V.
Step 5: Current I = ε/R = 0.12/2 = 0.06 A.
Step 6: By Lenz's law, the induced current flows counterclockwise to oppose the increasing flux into the page.

Students can replicate these calculations but don't understand WHY we use the chain rule in Step 2, WHY the EMF depends on velocity (not just position), and WHY Lenz's law gives counterclockwise specifically. Design self-explanation prompts for this worked example. For each prompt, specify the exact step, the question, what a deep physical explanation should include, what a shallow mathematical restatement looks like, and a follow-up for shallow responses. Include quality indicators and a scaffolding sequence. The prompts should target the PHYSICAL REASONING, not the mathematical procedure.","Self-explanation prompts placed at conceptually dense steps in the electromagnetic induction worked example, targeting physical reasoning about Faraday's law and Lenz's law, with quality indicators distinguishing physical understanding from procedural mimicry, and scaffolding for students who cannot connect math to physics.","[{""criterion"": ""Prompts placed at steps requiring physical reasoning, not mathematical procedure"", ""points"": 20, ""description"": ""Prompts are strategically placed at steps where physical insight is required (e.g., Step 2 where the chain rule connects to physical meaning, Step 6 where Lenz's law is applied) rather than at routine calculation steps. The output explains why each location was chosen as conceptually dense.""}, {""criterion"": ""Prompts elicit physical explanation rather than mathematical description"", ""points"": 20, ""description"": ""Each prompt asks students to explain the PHYSICAL MEANING and REASONING (e.g., 'Why does the EMF depend on velocity — what would happen if the loop were stationary?') rather than restating the mathematical operation (e.g., 'What formula do we use in Step 2?').""}, {""criterion"": ""Target explanations connect mathematical steps to physical principles"", ""points"": 20, ""description"": ""For each prompt, the target explanation explicitly connects the mathematical procedure to underlying physics (e.g., explaining that the chain rule appears because flux changes due to motion, not due to a time-varying field; explaining Lenz's law in terms of energy conservation or opposition to change).""}, {""criterion"": ""Quality indicators distinguish physical understanding from procedural mimicry"", ""points"": 20, ""description"": ""The quality framework clearly differentiates responses that demonstrate physical insight (referencing principles, making connections, explaining mechanisms) from responses that merely describe mathematical steps or restate formulas without physical meaning.""}, {""criterion"": ""Scaffolding sequence addresses the math-physics gap"", ""points"": 20, ""description"": ""The scaffolding sequence specifically addresses the common difficulty of connecting mathematical formalism to physical understanding, providing progressively more structured supports that guide students toward physical reasoning without giving them the explanation.""}]",undergraduate
emergent-project-design-scaffold__01,emergent-project-design-scaffold,Teaching Material Generation,Early Years Science and Physical Development,Early Years (ages 3-4),easy,"A Reception class teacher has noticed that several children have become fascinated by their shadows during outdoor play. The children chase their shadows, try to 'catch' them by stomping on them, and have started noticing how shadows change when they move or when clouds pass over the sun. Some children are asking where shadows 'go' when it's cloudy or when they go inside.","I teach a Reception class of 3-4 year olds. Over the past week, several children have become captivated by shadows during outdoor play. They chase them, try to stomp on them, and jump to see if they can 'leave their shadow behind.' Yesterday, a child asked 'Where does my shadow sleep at night?' and another noticed 'My shadow gets taller when the sun goes down!' I've observed children drawing their shadows with chalk on the playground, making shadow puppets with their hands against the classroom wall, and asking questions like 'Why does my shadow follow me?' and 'Can shadows be friends with each other?' I want to scaffold this interest into a deeper, sustained investigation. Please design an emergent project scaffold that follows the children's genuine curiosity rather than turning it into a predetermined lesson about light. Include provocations to deepen their inquiry, natural curriculum connections, specific decision points where I should observe and decide next steps, and a plan for documenting the project's evolution.","A complete emergent project scaffold including: a project overview with the children's interest and teacher's guiding question; Phase 1 (launching the investigation by gathering what children know and surfacing questions); Phase 2 with 3-5 provocations, each specifying what is offered, why it connects to observations, what to watch for, and possible next steps; Phase 3 (deepening through multiple representations); Phase 4 (sharing and concluding); natural curriculum connections; specific decision points; and a documentation plan.","[{""criterion"": ""Child-led origin"", ""points"": 15, ""description"": ""The project scaffold clearly originates from the children's observed fascination with shadows, using their specific questions and theories as the starting point rather than imposing a predetermined topic about light or physics.""}, {""criterion"": ""Provocation quality"", ""points"": 25, ""description"": ""At least 3 provocations are provided, each specifying: what materials or experiences are offered, why the provocation connects to the teacher's observations of children's thinking, what to watch for in children's responses, and possible next steps depending on how children respond.""}, {""criterion"": ""Complete phase structure"", ""points"": 15, ""description"": ""The scaffold includes all four phases: launching the investigation, provocations and investigations, deepening and representing, and sharing and concluding, with substantive content in each phase.""}, {""criterion"": ""Natural curriculum connections"", ""points"": 15, ""description"": ""Curriculum connections are identified that emerge organically from the shadow investigation (e.g., observation skills, physical development, mathematical language about size and position) rather than being forced or unrelated to the children's inquiry.""}, {""criterion"": ""Documentation plan"", ""points"": 10, ""description"": ""A specific documentation plan is included that describes what evidence to capture (photographs, children's words, drawings) and how documentation will inform teaching decisions and make learning visible.""}, {""criterion"": ""Decision points"", ""points"": 10, ""description"": ""At least 3 specific decision points are identified where the teacher pauses to observe and decide whether to extend the current direction, introduce a new provocation, or allow the project to wind down.""}, {""criterion"": ""Project conclusion"", ""points"": 10, ""description"": ""The scaffold includes a plan for how the project will be shared and concluded, recognizing that emergent projects have a natural lifespan and should end gracefully when interest wanes.""}]",early_years
emergent-project-design-scaffold__02,emergent-project-design-scaffold,Teaching Material Generation,Primary Science and Environmental Studies,Year 2 (ages 6-7),medium,"After heavy rain, a Year 2 class discovered multiple earthworms on the playground. The children are deeply engaged in observing the worms, debating whether they are hurt, and asking questions about where worms live, what they eat, and why they come out when it rains. The teacher has noticed children creating makeshift worm habitats, drawing detailed diagrams of worms, and having sophisticated discussions about whether worms can feel pain.","I teach Year 2 (ages 6-7). After heavy rain last Tuesday, my class found about fifteen earthworms on the playground. The children were immediately concerned — 'Are they okay?' 'Did they drown?' 'Where's their mum?' Since then, the interest has deepened. Children are bringing in worms they've found in the garden, creating worm hotels in plastic containers with soil, and drawing diagrams showing what they think is inside a worm's body. During circle time, a heated debate broke out about whether worms have feelings — one child insisted 'They squirm when you touch them, so they must be scared!' Another asked 'If they live underground, how do they know when it's raining?' I've noticed children using magnifying glasses to observe worm movement, measuring how long worms are with rulers, and writing 'worm fact books.' I want to scaffold this into a meaningful emergent project. Please design a project scaffold that honours the children's genuine scientific curiosity, includes provocations that will deepen their thinking, maps naturally to our curriculum, identifies key decision points, and includes a documentation strategy. The project should feel like a real investigation, not a series of worm-themed activities I've pre-planned.",A comprehensive emergent project scaffold with: project overview including children's interest and teacher's guiding question; Phase 1 launching the investigation; Phase 2 with 3-5 provocations each containing what/why/watch for/next steps; Phase 3 deepening through multiple representations; Phase 4 sharing and concluding; curriculum connections across multiple subjects; decision points; and documentation plan.,"[{""criterion"": ""Child-led origin"", ""points"": 15, ""description"": ""The scaffold clearly begins from the children's authentic fascination with worms, incorporating their specific questions, theories, and observed behaviours rather than redirecting to a predetermined topic.""}, {""criterion"": ""Provocation quality"", ""points"": 25, ""description"": ""At least 3-4 provocations are provided, each with: what is offered (materials, experiences, or questions), why it responds to observed thinking, what to watch for in children's responses, and branching next steps depending on how children engage.""}, {""criterion"": ""Complete phase structure"", ""points"": 15, ""description"": ""All four phases are present with substantive content: launching, provocations/investigations, deepening/representing, and sharing/concluding.""}, {""criterion"": ""Natural curriculum connections"", ""points"": 15, ""description"": ""Curriculum connections span multiple areas (science, literacy, mathematics, art) and emerge naturally from the investigation rather than being artificially imposed.""}, {""criterion"": ""Documentation plan"", ""points"": 10, ""description"": ""A detailed documentation plan specifies what to capture, how to capture it, and how documentation will be used to inform next steps and make learning visible to children and families.""}, {""criterion"": ""Decision points"", ""points"": 10, ""description"": ""Multiple specific decision points are identified with clear criteria for what the teacher should observe and how those observations inform whether to extend, redirect, or conclude.""}, {""criterion"": ""Project conclusion"", ""points"": 10, ""description"": ""The scaffold includes a meaningful plan for sharing and concluding the project that celebrates children's learning and provides closure.""}]",elementary
emergent-project-design-scaffold__03,emergent-project-design-scaffold,Teaching Material Generation,Upper Primary Design Technology and Physics,Year 5 (ages 9-10),hard,"A Year 5 class discovered an old broken mechanical clock in the school's storage room during a clearing exercise. The children became fascinated by the internal mechanisms — gears, springs, and cogs — and began asking complex questions about how time is measured, why the clock stopped, and whether time itself is 'real.' The investigation has branched into questions about engineering, the history of timekeeping, and philosophical questions about the nature of time.","I teach Year 5 (ages 9-10). Three weeks ago, while helping clear out the school's storage room, my class found a broken mechanical mantel clock from the 1940s. The children were immediately captivated when I opened the back and they could see the gears, springs, and escapement mechanism. Since then, the interest has exploded in multiple directions. Some children are obsessed with the engineering — they've been drawing detailed diagrams of the gear trains, asking how the spring stores energy, and wanting to understand why the clock stopped. Others have gone philosophical: 'Is time real or did we just invent it?' 'If time is real, what is it made of?' 'Does time go slower for worms?' A group has started researching the history of timekeeping — sundials, water clocks, atomic clocks — and another group is arguing about whether we should try to fix the clock or whether it should stay broken as a 'historical artifact.' Children are bringing in broken watches, kitchen timers, and old clocks from home. They're measuring things with stopwatches, debating whether a minute feels longer when you're bored, and one child asked 'If I built a clock on the moon, would it tick differently?' This has become genuinely complex and I want to scaffold it properly. Please design an emergent project scaffold that can accommodate the multiple directions this investigation is going, includes provocations that will deepen thinking across the engineering, historical, and philosophical strands, connects naturally to our curriculum, identifies critical decision points, and includes a robust documentation strategy. I need this to be flexible enough to follow the children's lead while still being educationally rigorous.","A sophisticated emergent project scaffold that: acknowledges the multiple strands of inquiry (engineering, historical, philosophical); provides a project overview with the children's interest and teacher's guiding question; includes Phase 1 launching; Phase 2 with 4-5 provocations addressing different strands, each with what/why/watch for/next steps; Phase 3 showing how children represent understanding through multiple languages; Phase 4 sharing and concluding; curriculum connections across science, design technology, history, mathematics, literacy, and philosophy; nuanced decision points; and a comprehensive documentation plan.","[{""criterion"": ""Child-led origin"", ""points"": 10, ""description"": ""The scaffold clearly originates from the children's authentic fascination with the clock and time, honouring the multiple directions their inquiry has taken rather than narrowing it to a single predetermined focus.""}, {""criterion"": ""Provocation quality and sophistication"", ""points"": 25, ""description"": ""At least 4 provocations are provided that address the multiple strands of inquiry (engineering, historical, philosophical), each with: what is offered, why it responds to observed thinking, what to watch for, and branching next steps. Provocations should be sophisticated enough for 9-10 year olds.""}, {""criterion"": ""Complete phase structure"", ""points"": 10, ""description"": ""All four phases are present with substantive content appropriate for upper primary: launching, provocations/investigations, deepening/representing, and sharing/concluding.""}, {""criterion"": ""Natural curriculum connections"", ""points"": 15, ""description"": ""Curriculum connections span multiple areas (science/physics, design technology, history, mathematics, literacy, potentially philosophy/PSHE) and emerge naturally from the investigation's multiple strands.""}, {""criterion"": ""Documentation plan"", ""points"": 10, ""description"": ""A comprehensive documentation plan specifies what to capture across the multiple inquiry strands, how to capture it, and how documentation will inform teaching decisions and make the complex learning visible.""}, {""criterion"": ""Decision points"", ""points"": 10, ""description"": ""Multiple nuanced decision points are identified that acknowledge the complexity of managing multiple inquiry strands, with clear criteria for when to deepen a strand, introduce new provocations, or allow strands to conclude.""}, {""criterion"": ""Project conclusion"", ""points"": 10, ""description"": ""The scaffold includes a meaningful plan for sharing and concluding that honours the depth and complexity of the investigation and provides genuine closure.""}, {""criterion"": ""Multiple representations"", ""points"": 5, ""description"": ""Phase 3 explicitly addresses how children will represent their understanding through multiple 'languages' — drawing, writing, building, discussion, digital media, dramatic representation — appropriate for the age group and complexity of the inquiry.""}, {""criterion"": ""Teacher as researcher"", ""points"": 5, ""description"": ""The scaffold positions the teacher as a co-researcher genuinely curious about children's thinking, with a clear guiding question that reflects authentic inquiry rather than assessment-focused observation.""}]",elementary
